,SENADOR,UF,PARTIDO,VOTO,file
5,Angelo Coronel                                                ,BA,PSD,Não,PL 3626_2023.pdf
6,Astronauta Marcos Pontes                                       ,SP,PL,Sim,PL 3626_2023.pdf
7,Augusta Brito                                                  ,CE,PT,Não,PL 3626_2023.pdf
8,Beto Faro                                                      ,PA,PT,Não,PL 3626_2023.pdf
9,Carlos Portinho                                                ,RJ,PL,Sim,PL 3626_2023.pdf
10,Carlos Viana                                                  ,MG,PODEMOS,Sim,PL 3626_2023.pdf
11,Chico Rodrigues                                                ,RR,PSB,Não,PL 3626_2023.pdf
12,Cid Gomes                                                      ,CE,PDT,Não,PL 3626_2023.pdf
13,Ciro Nogueira                                                  ,PI,PP,Sim,PL 3626_2023.pdf
14,Cleitinho                                                     ,MG,REPUBLICANOS,Sim,PL 3626_2023.pdf
15,Confúcio Moura                                                ,RO,MDB,Não,PL 3626_2023.pdf
16,Damares Alves                                                  ,DF,REPUBLICANOS,Sim,PL 3626_2023.pdf
17,Daniella Ribeiro                                               ,PB,PSD,AP,PL 3626_2023.pdf
18,Davi Alcolumbre                                                ,AP,UNIÃO,AP,PL 3626_2023.pdf
19, Hiran                                                      ,RR,PP,Sim,PL 3626_2023.pdf
20,Eduardo Braga                                                 ,AM,MDB,Sim,PL 3626_2023.pdf
21,Eduardo Girão                                                  ,CE,NOVO,Sim,PL 3626_2023.pdf
22,Eduardo Gomes                                                  ,TO,PL,Sim,PL 3626_2023.pdf
23,Efraim Filho                                                   ,PB,UNIÃO,Não,PL 3626_2023.pdf
24,Eliziane Gama                                                 ,MA,PSD,P-NRV,PL 3626_2023.pdf
25,Esperidião Amin                                                ,SC,PP,Sim,PL 3626_2023.pdf
26,Fabiano Contarato                                              ,ES,PT,Não,PL 3626_2023.pdf
27,Fernando Dueire                                                ,PE,MDB,P-NRV,PL 3626_2023.pdf
28,Fernando Farias                                                ,AL,MDB,P-NRV,PL 3626_2023.pdf
0,      ,PL,3626/2023,Ementa:         Dispõe sobre a modalidade lotérica denominada apostas de quota fixa; altera as Leis,PL 3626_2023.pdf
2,Flávio Arns                                                    ,PR,PSB,Sim,PL 3626_2023.pdf
3,Flávio Bolsonaro                                                ,RJ,PL,Sim,PL 3626_2023.pdf
4,Giordano                                                        ,SP,MDB,MIS,PL 3626_2023.pdf
5,Hamilton Mourão                                                ,RS,REPUBLICANOS,Sim,PL 3626_2023.pdf
6,Humberto Costa                                                  ,PE,PT,Não,PL 3626_2023.pdf
7,Irajá                                                          ,TO,PSD,P-NRV,PL 3626_2023.pdf
8,Ivete da Silveira                                              ,SC,MDB,Sim,PL 3626_2023.pdf
9,Izalci Lucas                                                   ,DF,PSDB,P-NRV,PL 3626_2023.pdf
10,Jader Barbalho                                                 ,PA,MDB,Não,PL 3626_2023.pdf
11,Jaime Bagattoli                                                ,RO,PL,Sim,PL 3626_2023.pdf
12,Jaques Wagner                                                  ,BA,PT,Não,PL 3626_2023.pdf
13,Jayme Campos                                                   ,MT,UNIÃO,Sim,PL 3626_2023.pdf
14,Jorge Kajuru                                                   ,GO,PSB,Sim,PL 3626_2023.pdf
15,Jorge Seif                                                     ,SC,PL,Sim,PL 3626_2023.pdf
16,Jussara Lima                                                    ,PI,PSD,Não,PL 3626_2023.pdf
17,Laércio Oliveira                                                ,SE,PP,Sim,PL 3626_2023.pdf
18,Leila Barros                                                   ,DF,PDT,Sim,PL 3626_2023.pdf
19,Lucas Barreto                                                  ,AP,PSD,Sim,PL 3626_2023.pdf
20,Luis Carlos Heinze                                             ,RS,PP,Sim,PL 3626_2023.pdf
21,Magno Malta                                                     ,ES,PL,Sim,PL 3626_2023.pdf
22,Mara Gabrilli                                                   ,SP,PSD,Sim,PL 3626_2023.pdf
23,Marcelo Castro                                                  ,PI,MDB,Sim,PL 3626_2023.pdf
24,Marcio Bittar                                                  ,AC,UNIÃO,Sim,PL 3626_2023.pdf
25,Marcos do Val                                                   ,ES,PODEMOS,Sim,PL 3626_2023.pdf
26,Marcos Rogério                                                 ,RO,PL,Sim,PL 3626_2023.pdf
27,Margareth Buzetti                                              ,MT,PSD,Sim,PL 3626_2023.pdf
28,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PL 3626_2023.pdf
0,      ,PL,3626/2023,Ementa:         Dispõe sobre a modalidade lotérica denominada apostas de quota fixa; altera as Leis,PL 3626_2023.pdf
2,Nelsinho Trad                                                 ,MS,PSD,AP,PL 3626_2023.pdf
3,Omar Aziz                                                     ,AM,PSD,Não,PL 3626_2023.pdf
4,Oriovisto Guimarães                                            ,PR,PODEMOS,P-NRV,PL 3626_2023.pdf
5,Otto Alencar                                                   ,BA,PSD,Não,PL 3626_2023.pdf
6,Paulo Paim                                                     ,RS,PT,Não,PL 3626_2023.pdf
7,Plínio Valério                                                ,AM,PSDB,Sim,PL 3626_2023.pdf
8,Professora Dorinha Seabra                                      ,TO,UNIÃO,Sim,PL 3626_2023.pdf
9,Randolfe Rodrigues                                             ,AP,REDE,Não,PL 3626_2023.pdf
10,Renan Calheiros                                                ,AL,MDB,P-NRV,PL 3626_2023.pdf
11,Rodrigo Cunha                                                  ,AL,PODEMOS,Sim,PL 3626_2023.pdf
12,Rodrigo Pacheco                                               ,MG,PSD,Não,PL 3626_2023.pdf
13,Rogério Carvalho                                               ,SE,PT,Não,PL 3626_2023.pdf
14,Rogerio Marinho                                                ,RN,PL,Sim,PL 3626_2023.pdf
15,Romário                                                        ,RJ,PL,Não,PL 3626_2023.pdf
16,Sergio Moro                                                    ,PR,UNIÃO,Sim,PL 3626_2023.pdf
17,Sérgio Petecão                                                 ,AC,PSD,Não,PL 3626_2023.pdf
18,Soraya Thronicke                                              ,MS,PODEMOS,Não,PL 3626_2023.pdf
19,Styvenson Valentim                                             ,RN,PODEMOS,Sim,PL 3626_2023.pdf
20,Teresa Leitão                                                  ,PE,PT,Não,PL 3626_2023.pdf
21,Tereza Cristina                                               ,MS,PP,Sim,PL 3626_2023.pdf
22,Vanderlan Cardoso                                             ,GO,PSD,Sim,PL 3626_2023.pdf
23,Veneziano Vital do Rêgo                                        ,PB,MDB,Sim,PL 3626_2023.pdf
24,Wellington Fagundes                                           ,MT,PL,Sim,PL 3626_2023.pdf
25,Weverton                                                      ,MA,PDT,Presidente (art. 51 RISF),PL 3626_2023.pdf
26,Wilder Morais                                                 ,GO,PL,Sim,PL 3626_2023.pdf
27,Zenaide Maia                                                   ,RN,PSD,Sim,PL 3626_2023.pdf
28,Zequinha Marinho                                               ,PA,PODEMOS,Sim,PL 3626_2023.pdf
0,       ,PL,3626/2023,Ementa:          Dispõe sobre a modalidade lotérica denominada apostas de quota fixa; altera as Leis,PL 3626_2023.pdf
0,      ,PL,3846/2021,"Ementa:         Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de",PL 3846_2021.pdf
2,Acir Gurgacz                                                  ,RO,PDT,Sim,PL 3846_2021.pdf
3,Alessandro Vieira                                              ,SE,PSDB,Não,PL 3846_2021.pdf
4,Alexandre Silveira                                            ,MG,PSD,Sim,PL 3846_2021.pdf
5,Alvaro Dias                                                    ,PR,PODEMOS,Sim,PL 3846_2021.pdf
6,Angelo Coronel                                                ,BA,PSD,Sim,PL 3846_2021.pdf
7,Carlos Fávaro                                                 ,MT,PSD,Sim,PL 3846_2021.pdf
8,Carlos Portinho                                                ,RJ,PL,Sim,PL 3846_2021.pdf
9,Carlos Viana                                                  ,MG,PL,P-NRV,PL 3846_2021.pdf
10,Chico Rodrigues                                               ,RR,UNIÃO,Sim,PL 3846_2021.pdf
11,Cid Gomes                                                      ,CE,PDT,Sim,PL 3846_2021.pdf
12,Confúcio Moura                                                ,RO,MDB,Sim,PL 3846_2021.pdf
13,Daniella Ribeiro                                               ,PB,PP,Sim,PL 3846_2021.pdf
14,Dário Berger                                                   ,SC,PSB,P-NRV,PL 3846_2021.pdf
15,Davi Alcolumbre                                                ,AP,UNIÃO,Sim,PL 3846_2021.pdf
16,Eduardo Braga                                                 ,AM,MDB,Sim,PL 3846_2021.pdf
17,Eduardo Girão                                                  ,CE,PODEMOS,Sim,PL 3846_2021.pdf
18,Eduardo Gomes                                                 ,TO,PL,Sim,PL 3846_2021.pdf
19,Eliane Nogueira                                                ,PI,PP,Sim,PL 3846_2021.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Não,PL 3846_2021.pdf
21,Elmano Férrer                                                  ,PI,PP,AP,PL 3846_2021.pdf
22,Esperidião Amin                                                ,SC,PP,Sim,PL 3846_2021.pdf
23,Fabiano Contarato                                              ,ES,PT,Não,PL 3846_2021.pdf
24,Fabio Garcia                                                  ,MT,UNIÃO,Sim,PL 3846_2021.pdf
25,Fernando Bezerra Coelho                                        ,PE,MDB,AP,PL 3846_2021.pdf
26,Fernando Collor                                               ,AL,PTB,Sim,PL 3846_2021.pdf
27,Flávio Arns                                                    ,PR,PODEMOS,Sim,PL 3846_2021.pdf
28,Flávio Bolsonaro                                               ,RJ,PL,AP,PL 3846_2021.pdf
0,      ,PL,3846/2021,"Ementa:         Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de",PL 3846_2021.pdf
2,Giordano                                                       ,SP,MDB,Sim,PL 3846_2021.pdf
3,Humberto Costa                                                 ,PE,PT,Abstenção,PL 3846_2021.pdf
4,Irajá                                                          ,TO,PSD,Sim,PL 3846_2021.pdf
5,Izalci Lucas                                                   ,DF,PSDB,Sim,PL 3846_2021.pdf
6,Jader Barbalho                                                 ,PA,MDB,NCom,PL 3846_2021.pdf
7,Jaques Wagner                                                  ,BA,PT,MIS,PL 3846_2021.pdf
8,Jarbas Vasconcelos                                             ,PE,MDB,Não,PL 3846_2021.pdf
9,Paul Prates                                               ,RN,PT,Sim,PL 3846_2021.pdf
10,Jorge Kajuru                                                   ,GO,PODEMOS,Sim,PL 3846_2021.pdf
11,Jorginho Mello                                                 ,SC,PL,Sim,PL 3846_2021.pdf
12,José Serra                                                     ,SP,PSDB,Não,PL 3846_2021.pdf
13,Kátia Abreu                                                    ,TO,PP,Sim,PL 3846_2021.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Sim,PL 3846_2021.pdf
15,Leila Barros                                                   ,DF,PDT,Não,PL 3846_2021.pdf
16,Lucas Barreto                                                  ,AP,PSD,Sim,PL 3846_2021.pdf
17,Luis Carlos Heinze                                             ,RS,PP,AP,PL 3846_2021.pdf
18,Luiz Carlos do Carmo                                           ,GO,PSC,Sim,PL 3846_2021.pdf
19,Mailza Gomes                                                   ,AC,PP,Sim,PL 3846_2021.pdf
20,Mara Gabrilli                                                  ,SP,PSDB,Não,PL 3846_2021.pdf
21,Marcelo Castro                                                 ,PI,MDB,Sim,PL 3846_2021.pdf
22,Marcio Bittar                                                  ,AC,UNIÃO,Sim,PL 3846_2021.pdf
23,Marcos do Val                                                  ,ES,PODEMOS,Sim,PL 3846_2021.pdf
24,Marcos Rogério                                                 ,RO,PL,Sim,PL 3846_2021.pdf
25,Maria do Carmo Alves                                           ,SE,UNIÃO,AP,PL 3846_2021.pdf
26,Mecias de Jesus                                                ,RR,REPUBLICANOS,Sim,PL 3846_2021.pdf
27,Nelsinho Trad                                                  ,MS,PSD,Sim,PL 3846_2021.pdf
28,Nilda Gondim                                                   ,PB,MDB,Sim,PL 3846_2021.pdf
0,      ,PL,3846/2021,"Ementa:         Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de",PL 3846_2021.pdf
2,Omar Aziz                                                     ,AM,PSD,P-NRV,PL 3846_2021.pdf
3,Oriovisto Guimarães                                           ,PR,PODEMOS,Sim,PL 3846_2021.pdf
4,Otto Alencar                                                  ,BA,PSD,AP,PL 3846_2021.pdf
5,Paulo Paim                                                    ,RS,PT,Sim,PL 3846_2021.pdf
6,Paulo Rocha                                                   ,PA,PT,Sim,PL 3846_2021.pdf
7,Plínio Valério                                                ,AM,PSDB,P-NRV,PL 3846_2021.pdf
8,Randolfe Rodrigues                                            ,AP,REDE,Não,PL 3846_2021.pdf
9,Reguffe                                                       ,DF,UNIÃO,Não,PL 3846_2021.pdf
10,Renan Calheiros                                               ,AL,MDB,Sim,PL 3846_2021.pdf
11,Roberto Rocha                                                 ,MA,PTB,Sim,PL 3846_2021.pdf
12,Rodrigo Cunha                                                 ,AL,UNIÃO,Sim,PL 3846_2021.pdf
13,Rodrigo Pacheco                                               ,MG,PSD,P-NRV,PL 3846_2021.pdf
14,Rogério Carvalho                                               SE                        ,PT,Presidente,(art. 51 RISF),PL 3846_2021.pdf
15,Romário                                                       ,RJ,PL,P-NRV,PL 3846_2021.pdf
16,Rose de Freitas                                               ,ES,MDB,Sim,PL 3846_2021.pdf
17,Sérgio Petecão                                                ,AC,PSD,P-NRV,PL 3846_2021.pdf
18,Simone Tebet                                                  ,MS,MDB,Sim,PL 3846_2021.pdf
19,Soraya Thronicke                                              ,MS,UNIÃO,Sim,PL 3846_2021.pdf
20,Styvenson Valentim                                            ,RN,PODEMOS,Sim,PL 3846_2021.pdf
21,Tasso Jereissati                                              ,CE,PSDB,Não,PL 3846_2021.pdf
22,Telmário Mota                                                 ,RR,PROS,AP,PL 3846_2021.pdf
23,Vanderlan Cardoso                                             ,GO,PSD,Sim,PL 3846_2021.pdf
24,Veneziano Vital do Rêgo                                       ,PB,MDB,Sim,PL 3846_2021.pdf
25,Wellington Fagundes                                           ,MT,PL,Sim,PL 3846_2021.pdf
26,Weverton                                                      ,MA,PDT,Sim,PL 3846_2021.pdf
27,Zenaide Maia                                                  ,RN,PROS,P-NRV,PL 3846_2021.pdf
28,Zequinha Marinho                                              ,PA,PL,Sim,PL 3846_2021.pdf
0,        ,PL,3846/2021,"Ementa:           Altera a Lei nº 11.903, de 14 de janeiro de 2009, para dispor sobre a bula digital de",PL 3846_2021.pdf
0,      ,PL,4059/2021,"Ementa:         Altera a Lei nº 12.232, de 29 de abril de 2010, para dispor sobre as contratações de",PL 4059_2021.pdf
2,Acir Gurgacz                                                   ,RO,PDT,Sim,PL 4059_2021.pdf
3,Alessandro Vieira                                              ,SE,PSDB,Sim,PL 4059_2021.pdf
4,Alexandre Silveira                                            ,MG,PSD,Não,PL 4059_2021.pdf
5,Alvaro Dias                                                    ,PR,PODEMOS,Sim,PL 4059_2021.pdf
6,Angelo Coronel                                                 ,BA,PSD,P-NRV,PL 4059_2021.pdf
7,Carlos Fávaro                                                 ,MT,PSD,Não,PL 4059_2021.pdf
8,Carlos Portinho                                                ,RJ,PL,Não,PL 4059_2021.pdf
9,Carlos Viana                                                  ,MG,PL,Não,PL 4059_2021.pdf
10,Chico Rodrigues                                                ,RR,UNIÃO,Não,PL 4059_2021.pdf
11,Cid Gomes                                                      ,CE,PDT,Sim,PL 4059_2021.pdf
12,Confúcio Moura                                                 ,RO,MDB,Não,PL 4059_2021.pdf
13,Daniella Ribeiro                                               ,PB,PSD,Não,PL 4059_2021.pdf
14,Dário Berger                                                   ,SC,PSB,Sim,PL 4059_2021.pdf
15,Davi Alcolumbre                                                ,AP,UNIÃO,LS,PL 4059_2021.pdf
16,Eduardo Braga                                                 ,AM,MDB,P-NRV,PL 4059_2021.pdf
17,Eduardo Girão                                                  ,CE,PODEMOS,Não,PL 4059_2021.pdf
18,Eduardo Gomes                                                  ,TO,PL,Não,PL 4059_2021.pdf
19,Eliane Nogueira                                                ,PI,PP,Não,PL 4059_2021.pdf
20,Eliziane Gama                                                 ,MA,CIDADANIA,Sim,PL 4059_2021.pdf
21,Elmano Férrer                                                  ,PI,PP,Não,PL 4059_2021.pdf
22,Esperidião Amin                                                ,SC,PP,Não,PL 4059_2021.pdf
23,Fabiano Contarato                                              ,ES,PT,Sim,PL 4059_2021.pdf
24,Fabio Garcia                                                  ,MT,UNIÃO,P-NRV,PL 4059_2021.pdf
25,Fernando Bezerra Coelho                                        ,PE,MDB,Não,PL 4059_2021.pdf
26,Fernando Collor                                                ,AL,PTB,Não,PL 4059_2021.pdf
27,Flávio Arns                                                    ,PR,PODEMOS,Sim,PL 4059_2021.pdf
28,Flávio Bolsonaro                                               ,RJ,PL,Não,PL 4059_2021.pdf
0,      ,PL,4059/2021,"Ementa:        Altera a Lei nº 12.232, de 29 de abril de 2010, para dispor sobre as contratações de",PL 4059_2021.pdf
2,Giordano                                                       ,SP,MDB,Não,PL 4059_2021.pdf
3,Humberto Costa                                                 ,PE,PT,Sim,PL 4059_2021.pdf
4,Irajá                                                          ,TO,PSD,AP,PL 4059_2021.pdf
5,Izalci Lucas                                                   ,DF,PSDB,Não,PL 4059_2021.pdf
6,Jader Barbalho                                                 ,PA,MDB,Sim,PL 4059_2021.pdf
7,Jaques Wagner                                                  ,BA,PT,Sim,PL 4059_2021.pdf
8,Jarbas Vasconcelos                                             ,PE,MDB,LS,PL 4059_2021.pdf
9,Paul Prates                                               ,RN,PT,Sim,PL 4059_2021.pdf
10,Jorge Kajuru                                                   ,GO,PODEMOS,Não,PL 4059_2021.pdf
11,Jorginho Mello                                                 ,SC,PL,Não,PL 4059_2021.pdf
12,José Serra                                                     ,SP,PSDB,Sim,PL 4059_2021.pdf
13,Kátia Abreu                                                    ,TO,PP,P-NRV,PL 4059_2021.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Não,PL 4059_2021.pdf
15,Leila Barros                                                   ,DF,PDT,Sim,PL 4059_2021.pdf
16,Lucas Barreto                                                  ,AP,PSD,Não,PL 4059_2021.pdf
17,Luis Carlos Heinze                                             ,RS,PP,Não,PL 4059_2021.pdf
18,Luiz Carlos do Carmo                                           ,GO,PSC,P-NRV,PL 4059_2021.pdf
19,Mailza Gomes                                                   ,AC,PP,Não,PL 4059_2021.pdf
20,Mara Gabrilli                                                  ,SP,PSDB,Não,PL 4059_2021.pdf
21,Marcelo Castro                                                  ,PI,MDB,Sim,PL 4059_2021.pdf
22,Marcio Bittar                                                  ,AC,UNIÃO,P-NRV,PL 4059_2021.pdf
23,Marcos do Val                                                  ,ES,PODEMOS,Não,PL 4059_2021.pdf
24,Marcos Rogério                                                 ,RO,PL,Não,PL 4059_2021.pdf
25,Maria do Carmo Alves                                           ,SE,PP,AP,PL 4059_2021.pdf
26,Mecias de Jesus                                                ,RR,REPUBLICANOS,Não,PL 4059_2021.pdf
27,Nelsinho Trad                                                  ,MS,PSD,Não,PL 4059_2021.pdf
28,Nilda Gondim                                                   ,PB,MDB,Sim,PL 4059_2021.pdf
0,      ,PL,4059/2021,"Ementa:         Altera a Lei nº 12.232, de 29 de abril de 2010, para dispor sobre as contratações de",PL 4059_2021.pdf
2,Omar Aziz                                                     ,AM,PSD,Sim,PL 4059_2021.pdf
3,Oriovisto Guimarães                                            ,PR,PODEMOS,P-NRV,PL 4059_2021.pdf
4,Otto Alencar                                                  ,BA,PSD,Sim,PL 4059_2021.pdf
5,Paulo Paim                                                     ,RS,PT,Sim,PL 4059_2021.pdf
6,Paulo Rocha                                                    ,PA,PT,Sim,PL 4059_2021.pdf
7,Plínio Valério                                                ,AM,PSDB,Não,PL 4059_2021.pdf
8,Randolfe Rodrigues                                             ,AP,REDE,Sim,PL 4059_2021.pdf
9,Reguffe                                                        ,DF,UNIÃO,Não,PL 4059_2021.pdf
10,Renan Calheiros                                                ,AL,MDB,Sim,PL 4059_2021.pdf
11,Roberto Rocha                                                 ,MA,PTB,Sim,PL 4059_2021.pdf
12,Rodrigo Cunha                                                  ,AL,UNIÃO,P-NRV,PL 4059_2021.pdf
13,Rodrigo Pacheco                                               ,MG,PSD,Presidente (art. 51 RISF),PL 4059_2021.pdf
14,Rogério Carvalho                                               ,SE,PT,Sim,PL 4059_2021.pdf
15,Romário                                                        ,RJ,PL,Não,PL 4059_2021.pdf
16,Rose de Freitas                                                ,ES,MDB,Não,PL 4059_2021.pdf
17,Sérgio Petecão                                                ,AC,PSD,P-NRV,PL 4059_2021.pdf
18,Simone Tebet                                                  ,MS,MDB,Sim,PL 4059_2021.pdf
19,Soraya Thronicke                                              ,MS,UNIÃO,MIS,PL 4059_2021.pdf
20,Styvenson Valentim                                            ,RN,PODEMOS,Sim,PL 4059_2021.pdf
21,Tasso Jereissati                                               ,CE,PSDB,Sim,PL 4059_2021.pdf
22,Telmário Mota                                                  ,RR,PROS,Não,PL 4059_2021.pdf
23,Vanderlan Cardoso                                             ,GO,PSD,Não,PL 4059_2021.pdf
24,Veneziano Vital do Rêgo                                        ,PB,MDB,Sim,PL 4059_2021.pdf
25,Wellington Fagundes                                           ,MT,PL,Não,PL 4059_2021.pdf
26,Weverton                                                      ,MA,PDT,Sim,PL 4059_2021.pdf
27,Zenaide Maia                                                  ,RN,PROS,AP,PL 4059_2021.pdf
28,Zequinha Marinho                                               ,PA,PL,Não,PL 4059_2021.pdf
0,        ,PL,4059/2021,"Ementa:           Altera a Lei nº 12.232, de 29 de abril de 2010, para dispor sobre as contratações de",PL 4059_2021.pdf
0,      ,PL,5284/2020,"Ementa:         Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105,",PL 5284_2020.pdf
2,Acir Gurgacz                                                   ,RO,PDT,Não,PL 5284_2020.pdf
3,Alessandro Vieira                                              ,SE,PSDB,MIS,PL 5284_2020.pdf
4,Alexandre Silveira                                             ,MG,PSD,Não,PL 5284_2020.pdf
5,Alvaro Dias                                                    ,PR,PODEMOS,P-NRV,PL 5284_2020.pdf
6,Angelo Coronel                                                 ,BA,PSD,Não,PL 5284_2020.pdf
7,Carlos Fávaro                                                  ,MT,PSD,Não,PL 5284_2020.pdf
8,Carlos Portinho                                                 ,RJ,PL,Não,PL 5284_2020.pdf
9,Carlos Viana                                                   ,MG,PL,Não,PL 5284_2020.pdf
10,Chico Rodrigues                                                ,RR,UNIÃO,AP,PL 5284_2020.pdf
11,Cid Gomes                                                      ,CE,PDT,LP,PL 5284_2020.pdf
12,Confúcio Moura                                                 ,RO,MDB,Não,PL 5284_2020.pdf
13,Daniella Ribeiro                                               ,PB,PSD,Não,PL 5284_2020.pdf
14,Dário Berger                                                   ,SC,PSB,Não,PL 5284_2020.pdf
15,Davi Alcolumbre                                                ,AP,UNIÃO,LS,PL 5284_2020.pdf
16,Eduardo Braga                                                  ,AM,MDB,Não,PL 5284_2020.pdf
17,Eduardo Girão                                                  ,CE,PODEMOS,Sim,PL 5284_2020.pdf
18,Eduardo Gomes                                                  ,TO,PL,Não,PL 5284_2020.pdf
19,Eliane Nogueira                                                 ,PI,PP,P-NRV,PL 5284_2020.pdf
20,Eliziane Gama                                                  ,MA,CIDADANIA,AP,PL 5284_2020.pdf
21,Elmano Férrer                                                   ,PI,PP,P-NRV,PL 5284_2020.pdf
22,Esperidião Amin                                                ,SC,PP,Sim,PL 5284_2020.pdf
23,Fabiano Contarato                                              ,ES,PT,Não,PL 5284_2020.pdf
24,Fabio Garcia                                                   ,MT,UNIÃO,Não,PL 5284_2020.pdf
25,Fernando Bezerra Coelho                                        ,PE,MDB,Não,PL 5284_2020.pdf
26,Fernando Collor                                                ,AL,PTB,Sim,PL 5284_2020.pdf
27,Flávio Arns                                                    ,PR,PODEMOS,Sim,PL 5284_2020.pdf
28,Flávio Bolsonaro                                                ,RJ,PL,Sim,PL 5284_2020.pdf
0,      ,PL,5284/2020,"Ementa:         Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105,",PL 5284_2020.pdf
2,Giordano                                                        ,SP,MDB,Não,PL 5284_2020.pdf
3,Humberto Costa                                                 ,PE,PT,AP,PL 5284_2020.pdf
4,Irajá                                                          ,TO,PSD,AP,PL 5284_2020.pdf
5,Izalci Lucas                                                   ,DF,PSDB,P-NRV,PL 5284_2020.pdf
6,Jader Barbalho                                                 ,PA,MDB,P-NRV,PL 5284_2020.pdf
7,Jaques Wagner                                                  ,BA,PT,Sim,PL 5284_2020.pdf
8,Jarbas Vasconcelos                                             ,PE,MDB,LS,PL 5284_2020.pdf
9,Paul Prates                                               ,RN,PT,P-NRV,PL 5284_2020.pdf
10,Jorge Kajuru                                                   ,GO,PODEMOS,P-NRV,PL 5284_2020.pdf
11,Jorginho Mello                                                 ,SC,PL,Não,PL 5284_2020.pdf
12,José Serra                                                      ,SP,PSDB,Sim,PL 5284_2020.pdf
13,Kátia Abreu                                                    ,TO,PP,Não,PL 5284_2020.pdf
14,Lasier Martins                                                 ,RS,PODEMOS,Não,PL 5284_2020.pdf
15,Leila Barros                                                   ,DF,PDT,AP,PL 5284_2020.pdf
16,Lucas Barreto                                                  ,AP,PSD,P-NRV,PL 5284_2020.pdf
17,Luis Carlos Heinze                                             ,RS,PP,Sim,PL 5284_2020.pdf
18,Luiz Carlos do Carmo                                           ,GO,PSC,Não,PL 5284_2020.pdf
19,Mailza Gomes                                                   ,AC,PP,P-NRV,PL 5284_2020.pdf
20,Mara Gabrilli                                                   ,SP,PSDB,Sim,PL 5284_2020.pdf
21,Marcelo Castro                                                  ,PI,MDB,Não,PL 5284_2020.pdf
22,Marcio Bittar                                                  ,AC,UNIÃO,Não,PL 5284_2020.pdf
23,Marcos do Val                                                  ,ES,PODEMOS,Sim,PL 5284_2020.pdf
24,Marcos Rogério                                                 ,RO,PL,Não,PL 5284_2020.pdf
25,Maria do Carmo Alves                                           ,SE,PP,AP,PL 5284_2020.pdf
26,Mecias de Jesus                                                ,RR,REPUBLICANOS,Não,PL 5284_2020.pdf
27,Nelsinho Trad                                                  ,MS,PSD,MIS,PL 5284_2020.pdf
28,Nilda Gondim                                                   ,PB,MDB,Não,PL 5284_2020.pdf
0,      ,PL,5284/2020,"Ementa:        Altera as Leis nºs 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), e 13.105,",PL 5284_2020.pdf
2,Omar Aziz                                                      ,AM,PSD,P-NRV,PL 5284_2020.pdf
3,Oriovisto Guimarães                                            ,PR,PODEMOS,Sim,PL 5284_2020.pdf
4,Otto Alencar                                                   ,BA,PSD,P-NRV,PL 5284_2020.pdf
5,Paulo Paim                                                     ,RS,PT,Não,PL 5284_2020.pdf
6,Paulo Rocha                                                    ,PA,PT,Não,PL 5284_2020.pdf
7,Plínio Valério                                                 ,AM,PSDB,Sim,PL 5284_2020.pdf
8,Randolfe Rodrigues                                             ,AP,REDE,P-NRV,PL 5284_2020.pdf
9,Reguffe                                                        ,DF,UNIÃO,Sim,PL 5284_2020.pdf
10,Renan Calheiros                                                ,AL,MDB,AP,PL 5284_2020.pdf
11,Roberto Rocha                                                  ,MA,PTB,Não,PL 5284_2020.pdf
12,Rodrigo Cunha                                                  ,AL,UNIÃO,AP,PL 5284_2020.pdf
13,Rodrigo Pacheco                                                ,MG,PSD,Presidente (art. 51 RISF),PL 5284_2020.pdf
14,Rogério Carvalho                                               ,SE,PT,Não,PL 5284_2020.pdf
15,Romário                                                        ,RJ,PL,P-NRV,PL 5284_2020.pdf
16,Rose de Freitas                                                ,ES,MDB,Não,PL 5284_2020.pdf
17,Sérgio Petecão                                                 ,AC,PSD,Não,PL 5284_2020.pdf
18,Simone Tebet                                                   ,MS,MDB,Não,PL 5284_2020.pdf
19,Soraya Thronicke                                               ,MS,UNIÃO,MIS,PL 5284_2020.pdf
20,Styvenson Valentim                                             ,RN,PODEMOS,Sim,PL 5284_2020.pdf
21,Tasso Jereissati                                               ,CE,PSDB,P-NRV,PL 5284_2020.pdf
22,Telmário Mota                                                  ,RR,PROS,AP,PL 5284_2020.pdf
23,Vanderlan Cardoso                                              ,GO,PSD,Não,PL 5284_2020.pdf
24,Veneziano Vital do Rêgo                                        ,PB,MDB,AP,PL 5284_2020.pdf
25,Wellington Fagundes                                            ,MT,PL,Sim,PL 5284_2020.pdf
26,Weverton                                                       ,MA,PDT,Não,PL 5284_2020.pdf
27,Zenaide Maia                                                   ,RN,PROS,P-NRV,PL 5284_2020.pdf
